number	PRI.div.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density	PRI.cv	density
121	22.021	0.0102571	1.6006	0.0614852	0.00286597	214.04	0.00430676	92.0274	0.239999	0.302905
122	22.1962	0.0102462	1.60561	0.0629465	0.00288496	215.028	0.00434265	91.2543	0.241999	0.305236
123	22.3714	0.0102359	1.61061	0.0644897	0.00290396	215.996	0.00437854	90.4896	0.243999	0.307778
124	22.5465	0.0102261	1.61562	0.0661132	0.00292295	216.941	0.00441443	89.7332	0.245998	0.310525
125	22.7217	0.0102172	1.62062	0.0678153	0.00294195	217.865	0.00445032	88.9849	0.247998	0.313469
126	22.8969	0.0102091	1.62563	0.0695942	0.00296094	218.766	0.00448621	88.2447	0.249998	0.316606
127	23.0721	0.0102019	1.63063	0.0714482	0.00297994	219.644	0.0045221	87.5125	0.251998	0.319928
128	23.2472	0.0101959	1.63564	0.0733755	0.00299893	220.498	0.00455799	86.7883	0.253998	0.32343
129	23.4224	0.0101911	1.64064	0.0753742	0.00301793	221.329	0.00459388	86.0717	0.255998	0.327106
130	23.5976	0.0101876	1.64565	0.0774425	0.00303693	222.136	0.00462977	85.3629	0.257998	0.330948
131	23.7728	0.0101855	1.65065	0.0795783	0.00305592	222.919	0.00466566	84.6616	0.259998	0.334951
132	23.9479	0.0101851	1.65566	0.0817797	0.00307492	223.676	0.00470155	83.9677	0.261998	0.339108
133	24.1231	0.0101863	1.66066	0.0840445	0.00309391	224.409	0.00473744	83.281	0.263998	0.343413
134	24.2983	0.0101893	1.66567	0.0863707	0.00311291	225.116	0.00477333	82.6016	0.265998	0.347859
135	24.4735	0.0101943	1.67067	0.088756	0.0031319	225.798	0.00480922	81.9291	0.267998	0.35244
136	24.6486	0.0102014	1.67568	0.0911981	0.0031509	226.453	0.00484511	81.2635	0.269998	0.357149
137	24.8238	0.0102106	1.68068	0.0936947	0.0031699	227.082	0.004881	80.6047	0.271998	0.36198
138	24.999	0.0102222	1.68569	0.0962435	0.00318889	227.685	0.00491689	79.9524	0.273998	0.366926
139	25.1742	0.0102362	1.69069	0.0988419	0.00320789	228.261	0.00495278	79.3066	0.275998	0.37198
140	25.3493	0.0102527	1.6957	0.101487	0.00322688	228.81	0.00498867	78.6672	0.277998	0.377137
141	25.5245	0.0102719	1.7007	0.104177	0.00324588	229.332	0.00502456	78.0339	0.279998	0.382388
142	25.6997	0.0102939	1.70571	0.106909	0.00326487	229.826	0.00506045	77.4066	0.281998	0.387728
143	25.8749	0.0103188	1.71071	0.10968	0.00328387	230.293	0.00509634	76.7853	0.283998	0.393149
144	26.0501	0.0103468	1.71572	0.112487	0.00330287	230.732	0.00513223	76.1698	0.285998	0.398645
145	26.2252	0.0103778	1.72072	0.115328	0.00332186	231.143	0.00516812	75.5599	0.287998	0.40421
146	26.4004	0.0104121	1.72573	0.118198	0.00334086	231.525	0.00520401	74.9556	0.289998	0.409836
147	26.5756	0.0104497	1.73073	0.121097	0.00335985	231.879	0.00523989	74.3567	0.291998	0.415516
148	26.7508	0.0104908	1.73574	0.124019	0.00337885	232.205	0.00527578	73.7631	0.293998	0.421245
149	26.9259	0.0105354	1.74074	0.126963	0.00339784	232.502	0.00531167	73.1747	0.295998	0.427014
150	27.1011	0.0105836	1.74575	0.129924	0.00341684	232.77	0.00534756	72.5914	0.297998	0.432818
151	27.2763	0.0106355	1.75075	0.1329	0.00343583	233.009	0.00538345	72.0131	0.299998	0.438649
152	27.4515	0.0106913	1.75576	0.135887	0.00345483	233.218	0.00541934	71.4397	0.301998	0.444501
153	27.6266	0.0107509	1.76076	0.138882	0.00347383	233.399	0.00545523	70.8711	0.303998	0.450367
154	27.8018	0.0108145	1.76577	0.141882	0.00349282	233.55	0.00549112	70.3072	0.305998	0.45624
155	27.977	0.0108821	1.77077	0.144883	0.00351182	233.671	0.00552701	69.7479	0.307998	0.462114
156	28.1522	0.0109538	1.77578	0.14788	0.00353081	233.763	0.0055629	69.1933	0.309998	0.467982
157	28.3273	0.0110296	1.78078	0.150872	0.00354981	233.824	0.00559879	68.6431	0.311998	0.473837
158	28.5025	0.0111096	1.78579	0.153854	0.0035688	233.856	0.00563468	68.0974	0.313998	0.479672
159	28.6777	0.0111939	1.79079	0.156823	0.0035878	233.858	0.00567057	67.5562	0.315998	0.485482
160	28.8529	0.0112824	1.7958	0.159774	0.0036068	233.83	0.00570646	67.0192	0.317998	0.49126
161	29.028	0.0113752	1.8008	0.162705	0.00362579	233.772	0.00574235	66.4866	0.319998	0.497
162	29.2032	0.0114724	1.80581	0.165611	0.00364479	233.683	0.00577824	65.9583	0.321998	0.502694
163	29.3784	0.0115739	1.81081	0.168489	0.00366378	233.564	0.00581413	65.4343	0.323998	0.508338
164	29.5536	0.0116797	1.81582	0.171335	0.00368278	233.415	0.00585002	64.9145	0.325998	0.513924
165	29.7287	0.0117899	1.82082	0.174146	0.00370177	233.235	0.00588591	64.3989	0.327998	0.519448
166	29.9039	0.0119044	1.82583	0.176918	0.00372077	233.025	0.0059218	63.8876	0.329998	0.524903
167	30.0791	0.0120232	1.83083	0.179646	0.00373976	232.784	0.00595769	63.3804	0.331998	0.530284
168	30.2543	0.0121463	1.83584	0.182328	0.00375876	232.513	0.00599358	62.8775	0.333998	0.535585
169	30.4294	0.0122737	1.84084	0.18496	0.00377776	232.211	0.00602947	62.3788	0.335998	0.5408
170	30.6046	0.0124053	1.84585	0.187538	0.00379675	231.878	0.00606536	61.8844	0.337998	0.545925
171	30.7798	0.012541	1.85085	0.190059	0.00381575	231.515	0.00610125	61.3942	0.339998	0.550953
172	30.955	0.0126808	1.85586	0.192519	0.00383474	231.122	0.00613714	60.9084	0.341998	0.555882
173	31.1301	0.0128246	1.86086	0.194915	0.00385374	230.698	0.00617303	60.4268	0.343998	0.560705
